PassengerId,Survived,Age,SibSp,Parch,Fare,FamilySize,Sex_male,Embarked_Q,Embarked_S,Pclass_2,Pclass_3,Title_Miss,Title_Mlle,Title_Mme,Title_Mr,Title_Mrs,Title_Ms,Title_Rare,Pclass,Embarked
297,0,23.5,0,0,7.2292,1,True,False,False,False,True,False,False,False,True,False,False,False,3,C
298,0,2.0,1,2,151.55,4,False,False,True,False,False,True,False,False,False,False,False,False,1,S
299,1,28.0,0,0,30.5,1,True,False,True,False,False,False,False,False,True,False,False,False,1,S
300,1,50.0,0,1,247.5208,2,False,False,False,False,False,False,False,False,False,True,False,False,1,C
301,1,28.0,0,0,7.75,1,False,True,False,False,True,True,False,False,False,False,False,False,3,Q
302,1,28.0,2,0,23.25,3,True,True,False,False,True,False,False,False,True,False,False,False,3,Q
303,0,19.0,0,0,0.0,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
304,1,28.0,0,0,12.35,1,False,True,False,True,False,True,False,False,False,False,False,False,2,Q
305,0,28.0,0,0,8.05,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
306,1,0.92,1,2,151.55,4,True,False,True,False,False,False,False,False,False,False,False,False,1,S
307,1,28.0,0,0,110.8833,1,False,False,False,False,False,True,False,False,False,False,False,False,1,C
308,1,17.0,1,0,108.9,2,False,False,False,False,False,False,False,False,False,True,False,False,1,C
309,0,30.0,1,0,24.0,2,True,False,False,True,False,False,False,False,True,False,False,False,2,C
310,1,30.0,0,0,56.9292,1,False,False,False,False,False,True,False,False,False,False,False,False,1,C
311,1,24.0,0,0,83.1583,1,False,False,False,False,False,True,False,False,False,False,False,False,1,C
312,1,18.0,2,2,262.375,5,False,False,False,False,False,True,False,False,False,False,False,False,1,C
313,0,26.0,1,1,26.0,3,False,False,True,True,False,False,False,False,False,True,False,False,2,S
314,0,28.0,0,0,7.8958,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
315,0,43.0,1,1,26.25,3,True,False,True,True,False,False,False,False,True,False,False,False,2,S
316,1,26.0,0,0,7.8542,1,False,False,True,False,True,True,False,False,False,False,False,False,3,S
317,1,24.0,1,0,26.0,2,False,False,True,True,False,False,False,False,False,True,False,False,2,S
318,0,54.0,0,0,14.0,1,True,False,True,True,False,False,False,False,False,False,False,True,2,S
319,1,31.0,0,2,164.8667,3,False,False,True,False,False,True,False,False,False,False,False,False,1,S
320,1,40.0,1,1,134.5,3,False,False,False,False,False,False,False,False,False,True,False,False,1,C
321,0,22.0,0,0,7.25,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
322,0,27.0,0,0,7.8958,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
323,1,30.0,0,0,12.35,1,False,True,False,True,False,True,False,False,False,False,False,False,2,Q
324,1,22.0,1,1,29.0,3,False,False,True,True,False,False,False,False,False,True,False,False,2,S
325,0,28.0,8,2,69.55,11,True,False,True,False,True,False,False,False,True,False,False,False,3,S
326,1,36.0,0,0,135.6333,1,False,False,False,False,False,True,False,False,False,False,False,False,1,C
327,0,61.0,0,0,6.2375,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
328,1,36.0,0,0,13.0,1,False,False,True,True,False,False,False,False,False,True,False,False,2,S
329,1,31.0,1,1,20.525,3,False,False,True,False,True,False,False,False,False,True,False,False,3,S
330,1,16.0,0,1,57.9792,2,False,False,False,False,False,True,False,False,False,False,False,False,1,C
331,1,28.0,2,0,23.25,3,False,True,False,False,True,True,False,False,False,False,False,False,3,Q
332,0,45.5,0,0,28.5,1,True,False,True,False,False,False,False,False,True,False,False,False,1,S
333,0,38.0,0,1,153.4625,2,True,False,True,False,False,False,False,False,True,False,False,False,1,S
334,0,16.0,2,0,18.0,3,True,False,True,False,True,False,False,False,True,False,False,False,3,S
335,1,28.0,1,0,133.65,2,False,False,True,False,False,False,False,False,False,True,False,False,1,S
336,0,28.0,0,0,7.8958,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
337,0,29.0,1,0,66.6,2,True,False,True,False,False,False,False,False,True,False,False,False,1,S
338,1,41.0,0,0,134.5,1,False,False,False,False,False,True,False,False,False,False,False,False,1,C
339,1,45.0,0,0,8.05,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
340,0,45.0,0,0,35.5,1,True,False,True,False,False,False,False,False,True,False,False,False,1,S
341,1,2.0,1,1,26.0,3,True,False,True,True,False,False,False,False,False,False,False,False,2,S
342,1,24.0,3,2,263.0,6,False,False,True,False,False,True,False,False,False,False,False,False,1,S
343,0,28.0,0,0,13.0,1,True,False,True,True,False,False,False,False,True,False,False,False,2,S
344,0,25.0,0,0,13.0,1,True,False,True,True,False,False,False,False,True,False,False,False,2,S
345,0,36.0,0,0,13.0,1,True,False,True,True,False,False,False,False,True,False,False,False,2,S
346,1,24.0,0,0,13.0,1,False,False,True,True,False,True,False,False,False,False,False,False,2,S
347,1,40.0,0,0,13.0,1,False,False,True,True,False,True,False,False,False,False,False,False,2,S
348,1,28.0,1,0,16.1,2,False,False,True,False,True,False,False,False,False,True,False,False,3,S
349,1,3.0,1,1,15.9,3,True,False,True,False,True,False,False,False,False,False,False,False,3,S
350,0,42.0,0,0,8.6625,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
351,0,23.0,0,0,9.225,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
352,0,28.0,0,0,35.0,1,True,False,True,False,False,False,False,False,True,False,False,False,1,S
353,0,15.0,1,1,7.2292,3,True,False,False,False,True,False,False,False,True,False,False,False,3,C
354,0,25.0,1,0,17.8,2,True,False,True,False,True,False,False,False,True,False,False,False,3,S
355,0,28.0,0,0,7.225,1,True,False,False,False,True,False,False,False,True,False,False,False,3,C
356,0,28.0,0,0,9.5,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
357,1,22.0,0,1,55.0,2,False,False,True,False,False,True,False,False,False,False,False,False,1,S
358,0,38.0,0,0,13.0,1,False,False,True,True,False,True,False,False,False,False,False,False,2,S
359,1,28.0,0,0,7.8792,1,False,True,False,False,True,True,False,False,False,False,False,False,3,Q
360,1,28.0,0,0,7.8792,1,False,True,False,False,True,True,False,False,False,False,False,False,3,Q
361,0,40.0,1,4,27.9,6,True,False,True,False,True,False,False,False,True,False,False,False,3,S
362,0,29.0,1,0,27.7208,2,True,False,False,True,False,False,False,False,True,False,False,False,2,C
363,0,45.0,0,1,14.4542,2,False,False,False,False,True,False,False,False,False,True,False,False,3,C
364,0,35.0,0,0,7.05,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
365,0,28.0,1,0,15.5,2,True,True,False,False,True,False,False,False,True,False,False,False,3,Q
366,0,30.0,0,0,7.25,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
367,1,60.0,1,0,75.25,2,False,False,False,False,False,False,False,False,False,True,False,False,1,C
368,1,28.0,0,0,7.2292,1,False,False,False,False,True,False,False,False,False,True,False,False,3,C
369,1,28.0,0,0,7.75,1,False,True,False,False,True,True,False,False,False,False,False,False,3,Q
370,1,24.0,0,0,69.3,1,False,False,False,False,False,False,False,True,False,False,False,False,1,C
371,1,25.0,1,0,55.4417,2,True,False,False,False,False,False,False,False,True,False,False,False,1,C
372,0,18.0,1,0,6.4958,2,True,False,True,False,True,False,False,False,True,False,False,False,3,S
373,0,19.0,0,0,8.05,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
374,0,22.0,0,0,135.6333,1,True,False,False,False,False,False,False,False,True,False,False,False,1,C
375,0,3.0,3,1,21.075,5,False,False,True,False,True,True,False,False,False,False,False,False,3,S
376,1,28.0,1,0,82.1708,2,False,False,False,False,False,False,False,False,False,True,False,False,1,C
377,1,22.0,0,0,7.25,1,False,False,True,False,True,True,False,False,False,False,False,False,3,S
378,0,27.0,0,2,211.5,3,True,False,False,False,False,False,False,False,True,False,False,False,1,C
379,0,20.0,0,0,4.0125,1,True,False,False,False,True,False,False,False,True,False,False,False,3,C
380,0,19.0,0,0,7.775,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
381,1,42.0,0,0,227.525,1,False,False,False,False,False,True,False,False,False,False,False,False,1,C
382,1,1.0,0,2,15.7417,3,False,False,False,False,True,True,False,False,False,False,False,False,3,C
383,0,32.0,0,0,7.925,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
384,1,35.0,1,0,52.0,2,False,False,True,False,False,False,False,False,False,True,False,False,1,S
385,0,28.0,0,0,7.8958,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
386,0,18.0,0,0,73.5,1,True,False,True,True,False,False,False,False,True,False,False,False,2,S
387,0,1.0,5,2,46.9,8,True,False,True,False,True,False,False,False,False,False,False,False,3,S
388,1,36.0,0,0,13.0,1,False,False,True,True,False,True,False,False,False,False,False,False,2,S
389,0,28.0,0,0,7.7292,1,True,True,False,False,True,False,False,False,True,False,False,False,3,Q
390,1,17.0,0,0,12.0,1,False,False,False,True,False,True,False,False,False,False,False,False,2,C
391,1,36.0,1,2,120.0,4,True,False,True,False,False,False,False,False,True,False,False,False,1,S
392,1,21.0,0,0,7.7958,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
393,0,28.0,2,0,7.925,3,True,False,True,False,True,False,False,False,True,False,False,False,3,S
394,1,23.0,1,0,113.275,2,False,False,False,False,False,True,False,False,False,False,False,False,1,C
395,1,24.0,0,2,16.7,3,False,False,True,False,True,False,False,False,False,True,False,False,3,S
396,0,22.0,0,0,7.7958,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
397,0,31.0,0,0,7.8542,1,False,False,True,False,True,True,False,False,False,False,False,False,3,S
398,0,46.0,0,0,26.0,1,True,False,True,True,False,False,False,False,True,False,False,False,2,S
399,0,23.0,0,0,10.5,1,True,False,True,True,False,False,False,False,False,False,False,True,2,S
400,1,28.0,0,0,12.65,1,False,False,True,True,False,False,False,False,False,True,False,False,2,S
401,1,39.0,0,0,7.925,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
402,0,26.0,0,0,8.05,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
403,0,21.0,1,0,9.825,2,False,False,True,False,True,True,False,False,False,False,False,False,3,S
404,0,28.0,1,0,15.85,2,True,False,True,False,True,False,False,False,True,False,False,False,3,S
405,0,20.0,0,0,8.6625,1,False,False,True,False,True,True,False,False,False,False,False,False,3,S
406,0,34.0,1,0,21.0,2,True,False,True,True,False,False,False,False,True,False,False,False,2,S
407,0,51.0,0,0,7.75,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
408,1,3.0,1,1,18.75,3,True,False,True,True,False,False,False,False,False,False,False,False,2,S
409,0,21.0,0,0,7.775,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
410,0,28.0,3,1,25.4667,5,False,False,True,False,True,True,False,False,False,False,False,False,3,S
411,0,28.0,0,0,7.8958,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
412,0,28.0,0,0,6.8583,1,True,True,False,False,True,False,False,False,True,False,False,False,3,Q
413,1,33.0,1,0,90.0,2,False,True,False,False,False,True,False,False,False,False,False,False,1,Q
414,0,28.0,0,0,0.0,1,True,False,True,True,False,False,False,False,True,False,False,False,2,S
415,1,44.0,0,0,7.925,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
416,0,28.0,0,0,8.05,1,False,False,True,False,True,False,False,False,False,True,False,False,3,S
417,1,34.0,1,1,32.5,3,False,False,True,True,False,False,False,False,False,True,False,False,2,S
418,1,18.0,0,2,13.0,3,False,False,True,True,False,True,False,False,False,False,False,False,2,S
419,0,30.0,0,0,13.0,1,True,False,True,True,False,False,False,False,True,False,False,False,2,S
420,0,10.0,0,2,24.15,3,False,False,True,False,True,True,False,False,False,False,False,False,3,S
421,0,28.0,0,0,7.8958,1,True,False,False,False,True,False,False,False,True,False,False,False,3,C
422,0,21.0,0,0,7.7333,1,True,True,False,False,True,False,False,False,True,False,False,False,3,Q
423,0,29.0,0,0,7.875,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
424,0,28.0,1,1,14.4,3,False,False,True,False,True,False,False,False,False,True,False,False,3,S
425,0,18.0,1,1,20.2125,3,True,False,True,False,True,False,False,False,True,False,False,False,3,S
426,0,28.0,0,0,7.25,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
427,1,28.0,1,0,26.0,2,False,False,True,True,False,False,False,False,False,True,False,False,2,S
428,1,19.0,0,0,26.0,1,False,False,True,True,False,True,False,False,False,False,False,False,2,S
429,0,28.0,0,0,7.75,1,True,True,False,False,True,False,False,False,True,False,False,False,3,Q
430,1,32.0,0,0,8.05,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
431,1,28.0,0,0,26.55,1,True,False,True,False,False,False,False,False,True,False,False,False,1,S
432,1,28.0,1,0,16.1,2,False,False,True,False,True,False,False,False,False,True,False,False,3,S
433,1,42.0,1,0,26.0,2,False,False,True,True,False,False,False,False,False,True,False,False,2,S
434,0,17.0,0,0,7.125,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
435,0,50.0,1,0,55.9,2,True,False,True,False,False,False,False,False,True,False,False,False,1,S
436,1,14.0,1,2,120.0,4,False,False,True,False,False,True,False,False,False,False,False,False,1,S
437,0,21.0,2,2,34.375,5,False,False,True,False,True,True,False,False,False,False,False,False,3,S
438,1,24.0,2,3,18.75,6,False,False,True,True,False,False,False,False,False,True,False,False,2,S
439,0,64.0,1,4,263.0,6,True,False,True,False,False,False,False,False,True,False,False,False,1,S
440,0,31.0,0,0,10.5,1,True,False,True,True,False,False,False,False,True,False,False,False,2,S
441,1,45.0,1,1,26.25,3,False,False,True,True,False,False,False,False,False,True,False,False,2,S
442,0,20.0,0,0,9.5,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
443,0,25.0,1,0,7.775,2,True,False,True,False,True,False,False,False,True,False,False,False,3,S
444,1,28.0,0,0,13.0,1,False,False,True,True,False,False,False,False,False,False,True,False,2,S
445,1,28.0,0,0,8.1125,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
446,1,4.0,0,2,81.8583,3,True,False,True,False,False,False,False,False,False,False,False,False,1,S
447,1,13.0,0,1,19.5,2,False,False,True,True,False,True,False,False,False,False,False,False,2,S
448,1,34.0,0,0,26.55,1,True,False,True,False,False,False,False,False,True,False,False,False,1,S
449,1,5.0,2,1,19.2583,4,False,False,False,False,True,True,False,False,False,False,False,False,3,C
450,1,52.0,0,0,30.5,1,True,False,True,False,False,False,False,False,False,False,False,True,1,S
451,0,36.0,1,2,27.75,4,True,False,True,True,False,False,False,False,True,False,False,False,2,S
452,0,28.0,1,0,19.9667,2,True,False,True,False,True,False,False,False,True,False,False,False,3,S
453,0,30.0,0,0,27.75,1,True,False,False,False,False,False,False,False,True,False,False,False,1,C
454,1,49.0,1,0,89.1042,2,True,False,False,False,False,False,False,False,True,False,False,False,1,C
455,0,28.0,0,0,8.05,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
456,1,29.0,0,0,7.8958,1,True,False,False,False,True,False,False,False,True,False,False,False,3,C
457,0,65.0,0,0,26.55,1,True,False,True,False,False,False,False,False,True,False,False,False,1,S
458,1,28.0,1,0,51.8625,2,False,False,True,False,False,False,False,False,False,True,False,False,1,S
459,1,50.0,0,0,10.5,1,False,False,True,True,False,True,False,False,False,False,False,False,2,S
460,0,28.0,0,0,7.75,1,True,True,False,False,True,False,False,False,True,False,False,False,3,Q
461,1,48.0,0,0,26.55,1,True,False,True,False,False,False,False,False,True,False,False,False,1,S
462,0,34.0,0,0,8.05,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
463,0,47.0,0,0,38.5,1,True,False,True,False,False,False,False,False,True,False,False,False,1,S
464,0,48.0,0,0,13.0,1,True,False,True,True,False,False,False,False,True,False,False,False,2,S
465,0,28.0,0,0,8.05,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
466,0,38.0,0,0,7.05,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
467,0,28.0,0,0,0.0,1,True,False,True,True,False,False,False,False,True,False,False,False,2,S
468,0,56.0,0,0,26.55,1,True,False,True,False,False,False,False,False,True,False,False,False,1,S
469,0,28.0,0,0,7.725,1,True,True,False,False,True,False,False,False,True,False,False,False,3,Q
470,1,0.75,2,1,19.2583,4,False,False,False,False,True,True,False,False,False,False,False,False,3,C
471,0,28.0,0,0,7.25,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
472,0,38.0,0,0,8.6625,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
473,1,33.0,1,2,27.75,4,False,False,True,True,False,False,False,False,False,True,False,False,2,S
474,1,23.0,0,0,13.7917,1,False,False,False,True,False,False,False,False,False,True,False,False,2,C
475,0,22.0,0,0,9.8375,1,False,False,True,False,True,True,False,False,False,False,False,False,3,S
476,0,28.0,0,0,52.0,1,True,False,True,False,False,False,False,False,True,False,False,False,1,S
477,0,34.0,1,0,21.0,2,True,False,True,True,False,False,False,False,True,False,False,False,2,S
478,0,29.0,1,0,7.0458,2,True,False,True,False,True,False,False,False,True,False,False,False,3,S
479,0,22.0,0,0,7.5208,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
480,1,2.0,0,1,12.2875,2,False,False,True,False,True,True,False,False,False,False,False,False,3,S
481,0,9.0,5,2,46.9,8,True,False,True,False,True,False,False,False,False,False,False,False,3,S
482,0,28.0,0,0,0.0,1,True,False,True,True,False,False,False,False,True,False,False,False,2,S
483,0,50.0,0,0,8.05,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
484,1,63.0,0,0,9.5875,1,False,False,True,False,True,False,False,False,False,True,False,False,3,S
485,1,25.0,1,0,91.0792,2,True,False,False,False,False,False,False,False,True,False,False,False,1,C
486,0,28.0,3,1,25.4667,5,False,False,True,False,True,True,False,False,False,False,False,False,3,S
487,1,35.0,1,0,90.0,2,False,False,True,False,False,False,False,False,False,True,False,False,1,S
488,0,58.0,0,0,29.7,1,True,False,False,False,False,False,False,False,True,False,False,False,1,C
489,0,30.0,0,0,8.05,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
490,1,9.0,1,1,15.9,3,True,False,True,False,True,False,False,False,False,False,False,False,3,S
491,0,28.0,1,0,19.9667,2,True,False,True,False,True,False,False,False,True,False,False,False,3,S
492,0,21.0,0,0,7.25,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
493,0,55.0,0,0,30.5,1,True,False,True,False,False,False,False,False,True,False,False,False,1,S
494,0,71.0,0,0,49.5042,1,True,False,False,False,False,False,False,False,True,False,False,False,1,C
495,0,21.0,0,0,8.05,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
496,0,28.0,0,0,14.4583,1,True,False,False,False,True,False,False,False,True,False,False,False,3,C
497,1,54.0,1,0,78.2667,2,False,False,False,False,False,True,False,False,False,False,False,False,1,C
498,0,28.0,0,0,15.1,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
499,0,25.0,1,2,151.55,4,False,False,True,False,False,False,False,False,False,True,False,False,1,S
500,0,24.0,0,0,7.7958,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
501,0,17.0,0,0,8.6625,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
502,0,21.0,0,0,7.75,1,False,True,False,False,True,True,False,False,False,False,False,False,3,Q
503,0,28.0,0,0,7.6292,1,False,True,False,False,True,True,False,False,False,False,False,False,3,Q
504,0,37.0,0,0,9.5875,1,False,False,True,False,True,True,False,False,False,False,False,False,3,S
505,1,16.0,0,0,86.5,1,False,False,True,False,False,True,False,False,False,False,False,False,1,S
506,0,18.0,1,0,108.9,2,True,False,False,False,False,False,False,False,True,False,False,False,1,C
507,1,33.0,0,2,26.0,3,False,False,True,True,False,False,False,False,False,True,False,False,2,S
508,1,28.0,0,0,26.55,1,True,False,True,False,False,False,False,False,True,False,False,False,1,S
509,0,28.0,0,0,22.525,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
510,1,26.0,0,0,56.4958,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
511,1,29.0,0,0,7.75,1,True,True,False,False,True,False,False,False,True,False,False,False,3,Q
512,0,28.0,0,0,8.05,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
513,1,36.0,0,0,26.2875,1,True,False,True,False,False,False,False,False,True,False,False,False,1,S
514,1,54.0,1,0,59.4,2,False,False,False,False,False,False,False,False,False,True,False,False,1,C
515,0,24.0,0,0,7.4958,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
516,0,47.0,0,0,34.0208,1,True,False,True,False,False,False,False,False,True,False,False,False,1,S
517,1,34.0,0,0,10.5,1,False,False,True,True,False,False,False,False,False,True,False,False,2,S
518,0,28.0,0,0,24.15,1,True,True,False,False,True,False,False,False,True,False,False,False,3,Q
519,1,36.0,1,0,26.0,2,False,False,True,True,False,False,False,False,False,True,False,False,2,S
520,0,32.0,0,0,7.8958,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
521,1,30.0,0,0,93.5,1,False,False,True,False,False,True,False,False,False,False,False,False,1,S
522,0,22.0,0,0,7.8958,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
523,0,28.0,0,0,7.225,1,True,False,False,False,True,False,False,False,True,False,False,False,3,C
524,1,44.0,0,1,57.9792,2,False,False,False,False,False,False,False,False,False,True,False,False,1,C
525,0,28.0,0,0,7.2292,1,True,False,False,False,True,False,False,False,True,False,False,False,3,C
526,0,40.5,0,0,7.75,1,True,True,False,False,True,False,False,False,True,False,False,False,3,Q
527,1,50.0,0,0,10.5,1,False,False,True,True,False,True,False,False,False,False,False,False,2,S
528,0,28.0,0,0,221.7792,1,True,False,True,False,False,False,False,False,True,False,False,False,1,S
529,0,39.0,0,0,7.925,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
530,0,23.0,2,1,11.5,4,True,False,True,True,False,False,False,False,True,False,False,False,2,S
531,1,2.0,1,1,26.0,3,False,False,True,True,False,True,False,False,False,False,False,False,2,S
532,0,28.0,0,0,7.2292,1,True,False,False,False,True,False,False,False,True,False,False,False,3,C
533,0,17.0,1,1,7.2292,3,True,False,False,False,True,False,False,False,True,False,False,False,3,C
534,1,28.0,0,2,22.3583,3,False,False,False,False,True,False,False,False,False,True,False,False,3,C
535,0,30.0,0,0,8.6625,1,False,False,True,False,True,True,False,False,False,False,False,False,3,S
536,1,7.0,0,2,26.25,3,False,False,True,True,False,True,False,False,False,False,False,False,2,S
537,0,45.0,0,0,26.55,1,True,False,True,False,False,False,False,False,False,False,False,True,1,S
538,1,30.0,0,0,106.425,1,False,False,False,False,False,True,False,False,False,False,False,False,1,C
539,0,28.0,0,0,14.5,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
540,1,22.0,0,2,49.5,3,False,False,False,False,False,True,False,False,False,False,False,False,1,C
541,1,36.0,0,2,71.0,3,False,False,True,False,False,True,False,False,False,False,False,False,1,S
542,0,9.0,4,2,31.275,7,False,False,True,False,True,True,False,False,False,False,False,False,3,S
543,0,11.0,4,2,31.275,7,False,False,True,False,True,True,False,False,False,False,False,False,3,S
544,1,32.0,1,0,26.0,2,True,False,True,True,False,False,False,False,True,False,False,False,2,S
545,0,50.0,1,0,106.425,2,True,False,False,False,False,False,False,False,True,False,False,False,1,C
546,0,64.0,0,0,26.0,1,True,False,True,False,False,False,False,False,True,False,False,False,1,S
547,1,19.0,1,0,26.0,2,False,False,True,True,False,False,False,False,False,True,False,False,2,S
548,1,28.0,0,0,13.8625,1,True,False,False,True,False,False,False,False,True,False,False,False,2,C
549,0,33.0,1,1,20.525,3,True,False,True,False,True,False,False,False,True,False,False,False,3,S
550,1,8.0,1,1,36.75,3,True,False,True,True,False,False,False,False,False,False,False,False,2,S
551,1,17.0,0,2,110.8833,3,True,False,False,False,False,False,False,False,True,False,False,False,1,C
552,0,27.0,0,0,26.0,1,True,False,True,True,False,False,False,False,True,False,False,False,2,S
553,0,28.0,0,0,7.8292,1,True,True,False,False,True,False,False,False,True,False,False,False,3,Q
554,1,22.0,0,0,7.225,1,True,False,False,False,True,False,False,False,True,False,False,False,3,C
555,1,22.0,0,0,7.775,1,False,False,True,False,True,True,False,False,False,False,False,False,3,S
556,0,62.0,0,0,26.55,1,True,False,True,False,False,False,False,False,True,False,False,False,1,S
557,1,48.0,1,0,39.6,2,False,False,False,False,False,False,False,False,False,False,False,True,1,C
558,0,28.0,0,0,227.525,1,True,False,False,False,False,False,False,False,True,False,False,False,1,C
559,1,39.0,1,1,79.65,3,False,False,True,False,False,False,False,False,False,True,False,False,1,S
560,1,36.0,1,0,17.4,2,False,False,True,False,True,False,False,False,False,True,False,False,3,S
561,0,28.0,0,0,7.75,1,True,True,False,False,True,False,False,False,True,False,False,False,3,Q
562,0,40.0,0,0,7.8958,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
563,0,28.0,0,0,13.5,1,True,False,True,True,False,False,False,False,True,False,False,False,2,S
564,0,28.0,0,0,8.05,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
565,0,28.0,0,0,8.05,1,False,False,True,False,True,True,False,False,False,False,False,False,3,S
566,0,24.0,2,0,24.15,3,True,False,True,False,True,False,False,False,True,False,False,False,3,S
567,0,19.0,0,0,7.8958,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
568,0,29.0,0,4,21.075,5,False,False,True,False,True,False,False,False,False,True,False,False,3,S
569,0,28.0,0,0,7.2292,1,True,False,False,False,True,False,False,False,True,False,False,False,3,C
570,1,32.0,0,0,7.8542,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
571,1,62.0,0,0,10.5,1,True,False,True,True,False,False,False,False,True,False,False,False,2,S
572,1,53.0,2,0,51.4792,3,False,False,True,False,False,False,False,False,False,True,False,False,1,S
573,1,36.0,0,0,26.3875,1,True,False,True,False,False,False,False,False,True,False,False,False,1,S
574,1,28.0,0,0,7.75,1,False,True,False,False,True,True,False,False,False,False,False,False,3,Q
575,0,16.0,0,0,8.05,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
576,0,19.0,0,0,14.5,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
577,1,34.0,0,0,13.0,1,False,False,True,True,False,True,False,False,False,False,False,False,2,S
578,1,39.0,1,0,55.9,2,False,False,True,False,False,False,False,False,False,True,False,False,1,S
579,0,28.0,1,0,14.4583,2,False,False,False,False,True,False,False,False,False,True,False,False,3,C
580,1,32.0,0,0,7.925,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
581,1,25.0,1,1,30.0,3,False,False,True,True,False,True,False,False,False,False,False,False,2,S
582,1,39.0,1,1,110.8833,3,False,False,False,False,False,False,False,False,False,True,False,False,1,C
583,0,54.0,0,0,26.0,1,True,False,True,True,False,False,False,False,True,False,False,False,2,S
584,0,36.0,0,0,40.125,1,True,False,False,False,False,False,False,False,True,False,False,False,1,C
585,0,28.0,0,0,8.7125,1,True,False,False,False,True,False,False,False,True,False,False,False,3,C
586,1,18.0,0,2,79.65,3,False,False,True,False,False,True,False,False,False,False,False,False,1,S
587,0,47.0,0,0,15.0,1,True,False,True,True,False,False,False,False,True,False,False,False,2,S
588,1,60.0,1,1,79.2,3,True,False,False,False,False,False,False,False,True,False,False,False,1,C
589,0,22.0,0,0,8.05,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
590,0,28.0,0,0,8.05,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
591,0,35.0,0,0,7.125,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
592,1,52.0,1,0,78.2667,2,False,False,False,False,False,False,False,False,False,True,False,False,1,C
593,0,47.0,0,0,7.25,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
594,0,28.0,0,2,7.75,3,False,True,False,False,True,True,False,False,False,False,False,False,3,Q
595,0,37.0,1,0,26.0,2,True,False,True,True,False,False,False,False,True,False,False,False,2,S
